entry_id	entry_type	source_text	alt_source_text	source_lang	unified_ipa	gujarati_translation	category	task_use	start_time	end_time	notes	source_file
T2-0238	term	लिप्यंतरण	transcription	mixed_lexicon		લિપ્યંતરણ	text	task2.2_support			conversion process	technical_terms_en_hi_gu_lexicon_starter.csv
T2-0239	term	अनुवाद	translation	mixed_lexicon		અનુવાદ	translation	task2.2_support			core task	technical_terms_en_hi_gu_lexicon_starter.csv
T2-0240	term	ध्वनिम	phoneme	mixed_lexicon		ધ્વનિમ	phonetics	task2.2_support			core unit	technical_terms_en_hi_gu_lexicon_starter.csv
T2-0241	term	वर्ण	grapheme	mixed_lexicon		અક્ષર	phonetics	task2.2_support			text unit	technical_terms_en_hi_gu_lexicon_starter.csv
T2-0242	term	अक्षरखंड	syllable	mixed_lexicon		અક્ષરખંડ	phonetics	task2.2_support			prosody related	technical_terms_en_hi_gu_lexicon_starter.csv
T2-0243	term	फ्रेम	frame	mixed_lexicon		ફ્રેમ	features	task2.2_support			analysis unit	technical_terms_en_hi_gu_lexicon_starter.csv
T2-0244	term	फ्रेम शिफ्ट	frame shift	mixed_lexicon		ફ્રેમ શિફ્ટ	features	task2.2_support			window hop	technical_terms_en_hi_gu_lexicon_starter.csv
T2-0245	term	सैम्पलिंग दर	sampling rate	mixed_lexicon		સેમ્પલિંગ દર	audio	task2.2_support			audio setup	technical_terms_en_hi_gu_lexicon_starter.csv
T2-0246	term	लक्षण निष्कर्षण	feature extraction	mixed_lexicon		લક્ષણ નિષ્કર્ષણ	features	task2.2_support			processing stage	technical_terms_en_hi_gu_lexicon_starter.csv
T2-0247	term	स्पेक्ट्रम	spectrum	mixed_lexicon		સ્પેક્ટ્રમ	features	task2.2_support			frequency domain	technical_terms_en_hi_gu_lexicon_starter.csv
T2-0248	term	सेप्स्ट्रम	cepstrum	mixed_lexicon		કેપ્સ્ટ્રમ	features	task2.2_support			cepstral domain	technical_terms_en_hi_gu_lexicon_starter.csv
T2-0249	term	मेल सेप्स्ट्रम	mel cepstrum	mixed_lexicon		મેલ કેપ્સ્ટ્રમ	features	task2.2_support			tts metric related	technical_terms_en_hi_gu_lexicon_starter.csv
T2-0250	term	पिच	pitch	mixed_lexicon		પિચ	prosody	task2.2_support			f0 related	technical_terms_en_hi_gu_lexicon_starter.csv
T2-0251	term	ऊर्जा	energy	mixed_lexicon		ઊર્જા	prosody	task2.2_support			intensity related	technical_terms_en_hi_gu_lexicon_starter.csv
T2-0252	term	मूल आवृत्ति	fundamental frequency	mixed_lexicon		મૂળ આવર્તન	prosody	task2.2_support			f0 term	technical_terms_en_hi_gu_lexicon_starter.csv
T2-0253	term	स्पीकर एम्बेडिंग	speaker embedding	mixed_lexicon		વક્તા એમ્બેડિંગ	speaker	task2.2_support			part 3	technical_terms_en_hi_gu_lexicon_starter.csv
T2-0254	term	डी वेक्टर	d-vector	mixed_lexicon		ડી વેક્ટર	speaker	task2.2_support			embedding type	technical_terms_en_hi_gu_lexicon_starter.csv
T2-0255	term	एक्स वेक्टर	x-vector	mixed_lexicon		એક્સ વેક્ટર	speaker	task2.2_support			embedding type	technical_terms_en_hi_gu_lexicon_starter.csv
T2-0256	term	वॉइस क्लोनिंग	voice cloning	mixed_lexicon		અવાજ નકલ	tts	task2.2_support			part 3	technical_terms_en_hi_gu_lexicon_starter.csv
T2-0257	term	वाक् संश्लेषण	speech synthesis	mixed_lexicon		વાણી સિન્થેસિસ	tts	task2.2_support			core generation	technical_terms_en_hi_gu_lexicon_starter.csv
T2-0258	term	जीरो शॉट क्लोनिंग	zero shot cloning	mixed_lexicon		ઝીરો શોટ ક્લોનિંગ	tts	task2.2_support			part 3	technical_terms_en_hi_gu_lexicon_starter.csv
T2-0259	term	सरेखण	alignment	mixed_lexicon		સંરેખણ	alignment	task2.2_support			sequence mapping	technical_terms_en_hi_gu_lexicon_starter.csv
T2-0260	term	डायनमिक टाइम वॉर्पिंग	dynamic time warping	mixed_lexicon		ડાયનામિક ટાઈમ વોર્પિંગ	alignment	task2.2_support			prosody transfer	technical_terms_en_hi_gu_lexicon_starter.csv
T2-0261	term	शोर हटाना	denoising	mixed_lexicon		ડીનોઇઝિંગ	preprocess	task2.2_support			noise cleanup	technical_terms_en_hi_gu_lexicon_starter.csv
T2-0262	term	स्पेक्ट्रल सब्ट्रैक्शन	spectral subtraction	mixed_lexicon		સ્પેક્ટ્રલ સબ્ટ્રેક્શન	preprocess	task2.2_support			noise method	technical_terms_en_hi_gu_lexicon_starter.csv
T2-0263	term	बीम सर्च	beam search	mixed_lexicon		બીમ સર્ચ	decoding	task2.2_support			decoder search	technical_terms_en_hi_gu_lexicon_starter.csv
T2-0264	term	एन ग्राम भाषा मॉडल	n gram language model	mixed_lexicon		એન ગ્રામ ભાષા મોડેલ	decoding	task2.2_support			bias source	technical_terms_en_hi_gu_lexicon_starter.csv
T2-0265	term	लॉजिट बायस	logit bias	mixed_lexicon		લોજિટ બાયસ	decoding	task2.2_support			constrained decoding	technical_terms_en_hi_gu_lexicon_starter.csv
T2-0266	term	वर्गीकारक	classifier	mixed_lexicon		ક્લાસિફાયર	ml	task2.2_support			decision module	technical_terms_en_hi_gu_lexicon_starter.csv
T2-0267	term	कन्फ्यूज़न मैट्रिक्स	confusion matrix	mixed_lexicon		કન્ફ્યુઝન મેટ્રિક્સ	evaluation	task2.2_support			error analysis	technical_terms_en_hi_gu_lexicon_starter.csv
T2-0268	term	शब्द त्रुटि दर	word error rate	mixed_lexicon		શબ્દ ભૂલ દર	evaluation	task2.2_support			stt metric	technical_terms_en_hi_gu_lexicon_starter.csv
T2-0269	term	मेल सेप्स्ट्रल विकृति	mel cepstral distortion	mixed_lexicon		મેલ કેપ્સ્ટ્રલ ડિસ્ટોર્શન	evaluation	task2.2_support			tts metric	technical_terms_en_hi_gu_lexicon_starter.csv
T2-0270	term	समान त्रुटि दर	equal error rate	mixed_lexicon		સમાન ભૂલ દર	evaluation	task2.2_support			spoof metric	technical_terms_en_hi_gu_lexicon_starter.csv
T2-0271	term	स्पूफ पहचान	spoof detection	mixed_lexicon		નકલી અવાજ ઓળખ	security	task2.2_support			task 4	technical_terms_en_hi_gu_lexicon_starter.csv
T2-0272	term	प्रतिद्वंद्वी विक्षोभ	adversarial perturbation	mixed_lexicon		એડ્વર્સેરિયલ વિક્ષેપ	robustness	task2.2_support			attack term	technical_terms_en_hi_gu_lexicon_starter.csv
T2-0273	term	प्रतिरोधक उपाय	countermeasure	mixed_lexicon		પ્રતિરક્ષા ઉપાય	security	task2.2_support			anti spoof system	technical_terms_en_hi_gu_lexicon_starter.csv
T2-0274	term	व्याख्यान ऑडियो	lecture audio	mixed_lexicon		વ્યાખ્યાન ઑડિયો	data	task2.2_support			input source	technical_terms_en_hi_gu_lexicon_starter.csv
T2-0275	term	संदर्भ आवाज	reference voice	mixed_lexicon		સંદર્ભ અવાજ	data	task2.2_support			student recording	technical_terms_en_hi_gu_lexicon_starter.csv
T2-0276	term	तकनीकी शब्द	technical term	mixed_lexicon		તકનીકી શબ્દ	translation	task2.2_support			glossary entry	technical_terms_en_hi_gu_lexicon_starter.csv
T2-0277	term	स्वरलय	prosody	mixed_lexicon		સ્વરલય	prosody	task2.2_support			style transfer	technical_terms_en_hi_gu_lexicon_starter.csv
T2-0278	term	स्वर चढ़ाव उतार	intonation	mixed_lexicon		સ્વર ચઢાવ ઉતાર	prosody	task2.2_support			style transfer	technical_terms_en_hi_gu_lexicon_starter.csv
T2-0279	term	विराम अवधि	pause duration	mixed_lexicon		વિરામ અવધિ	prosody	task2.2_support			timing cue	technical_terms_en_hi_gu_lexicon_starter.csv
T2-0280	term	एंटी स्पूफिंग वर्गीकारक	anti spoofing classifier	mixed_lexicon		એન્ટી સ્પૂફિંગ ક્લાસિફાયર	security	task2.2_support			task 4	technical_terms_en_hi_gu_lexicon_starter.csv
T2-0281	term	मजबूती	robustness	mixed_lexicon		મજબૂતી	robustness	task2.2_support			report section	technical_terms_en_hi_gu_lexicon_starter.csv
T2-0282	term	सरकार प्रमुख	head of government	mixed_lexicon		સરકાર વડા	governance	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0283	term	जन सेवा	public service	mixed_lexicon		જન સેવા	governance	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0284	term	प्रेरणा	inspiration	mixed_lexicon		પ્રેરણા	abstract	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0285	term	आकांक्षा	aspiration	mixed_lexicon		આકાંક્ષા	abstract	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0286	term	आवश्यकता	need	mixed_lexicon		જરૂરિયાત	abstract	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0287	term	कसौटी	criterion	mixed_lexicon		કસોટી	decision	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0288	term	आत्म मूल्यांकन	self evaluation	mixed_lexicon		આત્મ મૂલ્યાંકન	decision	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0289	term	ऊर्जा	energy	mixed_lexicon		ઊર્જા	abstract	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0290	term	इंजीनियर	engineer	mixed_lexicon		ઇજનેર	identity	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0291	term	गणित	mathematics	mixed_lexicon		ગણિત	academic	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0292	term	गणितज्ञ	mathematician	mixed_lexicon		ગણિતજ્ઞ	academic	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0293	term	विज्ञान	science	mixed_lexicon		વિજ્ઞાન	academic	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0294	term	आध्यात्मिकता	spirituality	mixed_lexicon		આધ્યાત્મિકતા	academic	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0295	term	संबंध	connection	mixed_lexicon		સંબંધ	abstract	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0296	term	वैज्ञानिक मस्तिष्क	scientific mind	mixed_lexicon		વૈજ્ઞાનિક મન	academic	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0297	term	उन्नत सोच	advanced mind	mixed_lexicon		ઉન્નત વિચાર	academic	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0298	term	पूजा	worship	mixed_lexicon		પૂજા	spiritual	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0299	term	तपस्या	tapasya	mixed_lexicon		તપસ્યા	spiritual	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0300	term	कड़ी मेहनत	hard work	mixed_lexicon		કઠિન મહેનત	work	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0301	term	ज्ञान	knowledge	mixed_lexicon		જ્ઞાન	knowledge	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0302	term	स्रोत	source	mixed_lexicon		સ્ત્રોત	knowledge	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0303	term	विचार	idea	mixed_lexicon		વિચાર	knowledge	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0304	term	सूचना	information	mixed_lexicon		માહિતી	knowledge	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0305	term	अंतर	difference	mixed_lexicon		ફરક	knowledge	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0306	term	प्रसंस्करण	processing	mixed_lexicon		પ્રક્રિયા	knowledge	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0307	term	विकसित होना	evolve	mixed_lexicon		વિકસવું	knowledge	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0308	term	राजनेता	politician	mixed_lexicon		રાજકારણી	governance	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0309	term	जिला	district	mixed_lexicon		જિલ્લો	governance	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0310	term	रात्रि मुकाम	night halt	mixed_lexicon		રાત્રિ મુકામ	governance	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0311	term	जमीनी स्तर	grassroot level	mixed_lexicon		ધરાતળ સ્તર	governance	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0312	term	प्रत्यक्ष जानकारी	first hand information	mixed_lexicon		પ્રત્યક્ષ માહિતી	governance	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0313	term	निर्णय	decision	mixed_lexicon		નિર્ણય	decision	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0314	term	तराजू	scale	mixed_lexicon		તારાજુ	decision	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0315	term	देश पहले	country first	mixed_lexicon		દેશ પ્રથમ	decision	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0316	term	गरीब व्यक्ति	poor person	mixed_lexicon		ગરીબ વ્યક્તિ	society	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0317	term	चेहरा	face	mixed_lexicon		ચહેરો	society	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0318	term	मंत्र	mantra	mixed_lexicon		મંત્ર	abstract	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0319	term	सरकार	government	mixed_lexicon		સરકાર	governance	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0320	term	अधिकारी	officer	mixed_lexicon		અધિકારી	governance	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0321	term	ईर्ष्या	jealousy	mixed_lexicon		ઇર્ષ્યા	abstract	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0322	term	तकलीफ	difficulty	mixed_lexicon		તકલીફ	abstract	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0323	term	सूचना चैनल	information channel	mixed_lexicon		માહિતી ચેનલ	governance	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0324	term	संक्षिप्त विवरण	brief	mixed_lexicon		સંક્ષિપ્ત નોંધ	governance	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0325	term	विद्यार्थी भाव	student mindset	mixed_lexicon		વિદ્યાર્થી ભાવ	education	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0326	term	प्रश्न	question	mixed_lexicon		પ્રશ્ન	education	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0327	term	डेविल्स एडवोकेट	devils advocate	mixed_lexicon		ડેવિલ્સ એડ્વોકેટ	argument	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0328	term	उल्टा प्रश्न	cross question	mixed_lexicon		ઉલ્ટો પ્રશ્ન	argument	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0329	term	मंथन	churning	mixed_lexicon		મંથન	analysis	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0330	term	प्रतिक्रिया	reaction	mixed_lexicon		પ્રતિક્રિયા	analysis	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0331	term	गति	speed	mixed_lexicon		ઝડપ	analysis	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0332	term	दृढ़ विश्वास	conviction	mixed_lexicon		દૃઢ વિશ્વાસ	analysis	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0333	term	प्रक्रिया	process	mixed_lexicon		પ્રક્રિયા	analysis	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0334	term	कोरोना	corona	mixed_lexicon		કોરોના	health	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0335	term	अर्थशास्त्री	economist	mixed_lexicon		અર્થશાસ્ત્રી	economy	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0336	term	राजनीतिक दल	political party	mixed_lexicon		રાજકીય પક્ષ	governance	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0337	term	दबाव	pressure	mixed_lexicon		દબાણ	economy	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0338	term	भूख	hunger	mixed_lexicon		ભૂખ	society	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0339	term	सामाजिक तनाव	social tension	mixed_lexicon		સામાજિક તણાવ	society	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0340	term	लॉकडाउन	lockdown	mixed_lexicon		લોકડાઉન	health	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0341	term	विशेषज्ञ राय	expert opinion	mixed_lexicon		નિષ્ણાત મત	analysis	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0342	term	परिस्थिति	circumstance	mixed_lexicon		પરિસ્થિતિ	analysis	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0343	term	मिश्रण	mixture	mixed_lexicon		મિશ્રણ	analysis	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0344	term	व्यवस्था	arrangement	mixed_lexicon		વ્યવસ્થા	analysis	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0345	term	मुद्रास्फीति	inflation	mixed_lexicon		મૂલ્યવૃદ્ધિ	economy	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0346	term	कोविड	covid	mixed_lexicon		કોવિડ	health	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0347	term	प्रगति	growth	mixed_lexicon		પ્રગતિ	economy	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0348	term	संकट	crisis	mixed_lexicon		સંકટ	economy	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0349	term	सिद्धांत	theory	mixed_lexicon		સિદ્ધાંત	analysis	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0350	term	मूलभूत आधार	fundamental	mixed_lexicon		મૂળભૂત આધાર	analysis	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0351	term	फोकस	focus	mixed_lexicon		ફોકસ	analysis	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0352	term	जोखिम लेने की क्षमता	risk taking	mixed_lexicon		જોખમ લેવાની ક્ષમતા	leadership	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0353	term	स्वामित्व	ownership	mixed_lexicon		માલિકી	leadership	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0354	term	गलती	mistake	mixed_lexicon		ભૂલ	leadership	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0355	term	जिम्मेदारी	responsibility	mixed_lexicon		જવાબદારી	leadership	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0356	term	टीम	team	mixed_lexicon		ટીમ	leadership	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0357	term	ईमानदारी	honesty	mixed_lexicon		ઇમાનદારી	leadership	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0358	term	समर्पण	dedication	mixed_lexicon		સમર્પણ	leadership	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0359	term	भरोसा	trust	mixed_lexicon		વિશ્વાસ	leadership	task2.2_support			from transcript	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0360	term	अंतरराष्ट्रीय ध्वन्यात्मक लिपि	ipa	mixed_lexicon		આંતરરાષ્ટ્રીય ધ્વન્યાત્મક લિપિ	speech	task2.2_support			task 2.1	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0361	term	एकीकृत निरूपण	unified representation	mixed_lexicon		એકિકૃત નિરૂપણા	speech	task2.2_support			task 2.1	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0362	term	ध्वनिविज्ञान	phonology	mixed_lexicon		ધ્વનિવિજ્ઞાન	speech	task2.2_support			task 2.1	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0363	term	कोड स्विच्ड प्रतिलेख	code switched transcript	mixed_lexicon		કોડ સ્વિચ્ડ ટ્રાન્સક્રિપ્ટ	speech	task2.2_support			task 2.1	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0364	term	मैनुअल मैपिंग लेयर	manual mapping layer	mixed_lexicon		મેન્યુઅલ મેપિંગ લેયર	speech	task2.2_support			task 2.1	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0365	term	सार्थक अनुवाद	semantic translation	mixed_lexicon		અર્થસભર અનુવાદ	translation	task2.2_support			task 2.2	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0366	term	समानांतर कॉर्पस	parallel corpus	mixed_lexicon		સમાનાંતર કોર્પસ	translation	task2.2_support			task 2.2	technical_terms_en_hi_gu_lecture_expanded.csv
T2-0367	term	लक्षित भाषा	target language	mixed_lexicon		લક્ષ્ય ભાષા	translation	task2.2_support			task 2.2	technical_terms_en_hi_gu_lecture_expanded.csv
